url_path,views_total,views_unique
/ignite-hq/cli,1878,570
/ignite-hq/cli/pulls,433,26
/ignite-hq/cli/issues,407,56
/ignite-hq/cli/search,184,27
/ignite-hq/cli/tree/develop/ignite,107,57
/ignite-hq/cli/releases,81,43
/ignite-hq/cli/pull/2493,80,8
/ignite-hq/cli/tree/develop/docs,60,30
/ignite-hq/cli/pull/2516,58,4
/ignite-hq/cli/commits/develop,49,13
