url_path,views_total,views_unique
/ignite-hq/cli,1929,562
/ignite-hq/cli/pulls,482,26
/ignite-hq/cli/issues,453,57
/ignite-hq/cli/search,195,27
/ignite-hq/cli/tree/develop/ignite,102,55
/ignite-hq/cli/pull/2493,83,8
/ignite-hq/cli/releases,80,43
/ignite-hq/cli/tree/develop/docs,60,30
/ignite-hq/cli/pull/2516,57,4
/ignite-hq/cli/commits/develop,53,14
