url_path,views_total,views_unique
/ignite-hq/cli,1942,637
/ignite-hq/cli/issues,482,79
/ignite-hq/cli/pulls,433,23
/ignite-hq/cli/search,143,32
/ignite-hq/cli/releases,102,59
/ignite-hq/cli/tree/develop/docs,92,55
/ignite-hq/cli/tree/develop/ignite,92,50
/ignite-hq/cli/pull/2516,86,5
/ignite-hq/cli/pull/2512,56,11
/ignite-hq/cli/projects/5,55,43
