url_path,views_total,views_unique
/ignite-hq/cli,1907,563
/ignite-hq/cli/pulls,512,24
/ignite-hq/cli/issues,484,62
/ignite-hq/cli/search,140,27
/ignite-hq/cli/pull/2493,109,14
/ignite-hq/cli/releases,97,57
/ignite-hq/cli/tree/develop/ignite,92,50
/ignite-hq/cli/pull/2516,90,4
/ignite-hq/cli/tree/develop/docs,65,35
/ignite-hq/cli/pull/2539,57,9
