url_path,views_total,views_unique
/ignite-hq/cli,2384,873
/ignite-hq/cli/issues,590,99
/ignite-hq/cli/pulls,475,40
/ignite-hq/cli/releases,196,88
/ignite-hq/cli/search,165,46
/ignite-hq/cli/tree/develop/docs,122,74
/ignite-hq/cli/pull/2512,113,13
/ignite-hq/cli/tree/develop/ignite,112,54
/ignite-hq/cli/issues/2470,92,24
/ignite-hq/cli/pull/2474,73,11
