url_path,views_total,views_unique
/ignite-hq/cli,2375,833
/ignite-hq/cli/issues,613,102
/ignite-hq/cli/pulls,483,37
/ignite-hq/cli/search,189,36
/ignite-hq/cli/releases,139,74
/ignite-hq/cli/tree/develop/ignite,137,68
/ignite-hq/cli/tree/develop/docs,106,63
/ignite-hq/cli/issues/2473,82,42
/ignite-hq/cli/pull/2445,82,11
/ignite-hq/cli/pull/2401,74,9
