url_path,views_total,views_unique
/ignite-hq/cli,1770,587
/ignite-hq/cli/issues,416,66
/ignite-hq/cli/pulls,398,19
/ignite-hq/cli/search,120,25
/ignite-hq/cli/tree/develop/ignite,83,45
/ignite-hq/cli/tree/develop/docs,80,50
/ignite-hq/cli/pull/2516,77,4
/ignite-hq/cli/releases,76,47
/ignite-hq/cli/projects/5,58,44
/ignite-hq/cli/pull/2512,53,10
