url_path,views_total,views_unique
/ignite-hq/cli,1883,666
/ignite-hq/cli/issues,454,85
/ignite-hq/cli/pulls,343,19
/ignite-hq/cli/releases,121,71
/ignite-hq/cli/search,119,32
/ignite-hq/cli/tree/develop/docs,93,59
/ignite-hq/cli/tree/develop/ignite,82,46
/ignite-hq/cli/pull/2516,67,5
/ignite-hq/cli/pull/2512,60,11
/ignite-hq/cli/issues/2470,57,18
