url_path,views_total,views_unique
/ignite/cli,1232,490
/ignite/cli/pulls,328,22
/ignite/cli/issues,220,52
/ignite/cli/search,100,32
/ignite/cli/tree/develop/ignite,73,42
/ignite/cli/releases,62,34
/ignite/cli/pull/2799,59,7
/ignite/cli/issues/2773,53,11
/ignite/cli/pull/2789,48,8
/ignite/cli/pull/2781,45,5
