url_path,views_total,views_unique
/ignite/cli,1407,522
/ignite/cli/pulls,448,27
/ignite/cli/issues,378,56
/ignite/cli/search,160,34
/ignite/cli/tree/develop/ignite,113,46
/ignite/cli/pull/2677,91,12
/ignite/cli/pull/2669,72,8
/ignite/cli/pull/2703,61,13
/ignite/cli/releases,52,32
/ignite/cli/tree/develop/ignite/pkg,50,19
