url_path,views_total,views_unique
/ignite/cli,1545,601
/ignite/cli/issues,491,50
/ignite/cli/search,226,38
/ignite/cli/pulls,164,23
/ignite/cli/tree/develop/ignite,104,46
/ignite/cli/releases,67,42
/ignite/cli/issues/2618,66,16
/ignite/cli/tree/develop/docs,53,33
/ignite/cli/tree/develop/ignite/cmd,45,20
/ignite/cli/pull/2628,43,5
