url_path,views_total,views_unique
/ignite/cli,1253,504
/ignite/cli/pulls,324,21
/ignite/cli/issues,227,53
/ignite/cli/search,96,31
/ignite/cli/tree/develop/ignite,90,46
/ignite/cli/pull/2803,65,6
/ignite/cli/pull/2799,59,7
/ignite/cli/releases,58,36
/ignite/cli/pull/2789,48,8
/ignite/cli/pull/2806,47,5
