url_path,views_total,views_unique
/ignite/cli,1598,585
/ignite/cli/issues,501,56
/ignite/cli/pulls,361,25
/ignite/cli/search,238,35
/ignite/cli/tree/develop/ignite,136,53
/ignite/cli/pull/2643,84,5
/ignite/cli/tree/develop/docs,77,53
/ignite/cli/tree/develop/scripts,65,17
/ignite/cli/releases,53,34
/ignite/cli/tree/develop/ignite/cmd,53,12
