url_path,views_total,views_unique
/ignite/cli,1382,532
/ignite/cli/pulls,394,22
/ignite/cli/issues,253,60
/ignite/cli/search,152,38
/ignite/cli/tree/develop/ignite,90,51
/ignite/cli/issues/2773,79,13
/ignite/cli/releases,78,35
/ignite/cli/pull/2760,56,5
/ignite/cli/pull/2781,45,5
/ignite/cli/tree/develop/ignite/pkg,43,24
