url_path,views_total,views_unique
/ignite/cli,1481,585
/ignite/cli/issues,497,55
/ignite/cli/search,236,41
/ignite/cli/pulls,147,24
/ignite/cli/tree/develop/ignite,92,41
/ignite/cli/releases,74,46
/ignite/cli/issues/2618,65,16
/ignite/cli/tree/develop/docs,53,33
/ignite/cli/commits,41,1
/ignite/cli/tree/develop/ignite/pkg,38,15
