url_path,views_total,views_unique
/ignite/cli,1395,530
/ignite/cli/pulls,409,27
/ignite/cli/issues,239,59
/ignite/cli/search,178,45
/ignite/cli/tree/develop/ignite,86,53
/ignite/cli/releases,85,36
/ignite/cli/issues/2773,67,10
/ignite/cli/pull/2760,62,5
/ignite/cli/blob/develop/changelog.md,44,28
/ignite/cli/pull/2757,41,7
