url_path,views_total,views_unique
/ignite/cli,1631,591
/ignite/cli/issues,494,55
/ignite/cli/pulls,327,26
/ignite/cli/search,239,32
/ignite/cli/tree/develop/ignite,148,56
/ignite/cli/tree/develop/docs,74,51
/ignite/cli/tree/develop/scripts,68,21
/ignite/cli/tree/develop/ignite/cmd,61,17
/ignite/cli/releases,50,29
/ignite/cli/pull/2598,49,5
