url_path,views_total,views_unique
/ignite/cli,1420,536
/ignite/cli/pulls,384,27
/ignite/cli/issues,302,58
/ignite/cli/search,182,41
/ignite/cli/tree/develop/ignite,98,52
/ignite/cli/pull/2677,71,12
/ignite/cli/releases,67,38
/ignite/cli/pull/2669,60,6
/ignite/cli/blob/develop/changelog.md,45,27
/ignite/cli/tree/develop/ignite/cmd,40,23
